folder,gender,expression,A_left_angle,A_left_abs_angle,A_right_angle,A_right_abs_angle,B_left_angle,B_left_abs_angle,B_right_angle,B_right_abs_angle,C_left_angle,C_left_abs_angle,C_right_angle,C_right_abs_angle,C_hard_left_angle,C_hard_left_abs_angle,C_hard_right_angle,C_hard_right_abs_angle,A_left_integrated_drift_deg,A_right_integrated_drift_deg,A_left_integrated_1_minus_cos,A_right_integrated_1_minus_cos,B_left_consistency_AUC,B_right_consistency_AUC,C_left_margin_AUC,C_right_margin_AUC,A_leads_B_left,C_leads_B_left,B_minus_A_left,B_minus_C_left,A_leads_B_right,C_leads_B_right,B_minus_A_right,B_minus_C_right
Male_-40,Male,-40,-6.0,6.0,5.0,5.0,-16.0,16.0,17.0,17.0,-16.0,16.0,16.0,16.0,-16.0,16.0,17.0,17.0,45.34034217852298,45.940921863662865,0.3192143289842338,0.32525980918206904,0.14485981308411214,0.1542056074766355,-0.03471020128682395,-0.03542792922425493,1.0,0.0,10.0,0.0,1.0,1.0,12.0,1.0
Male_-50,Male,-50,-9.0,9.0,5.0,5.0,-76.0,76.0,67.0,67.0,-73.0,73.0,67.0,67.0,-76.0,76.0,67.0,67.0,39.99616689325493,40.303940407583646,0.2571713612458416,0.26022169467444733,0.7336448598130841,0.6214953271028038,0.0366030391131606,0.026232943356594193,1.0,1.0,67.0,3.0,1.0,0.0,62.0,0.0
Male_-60,Male,-60,-6.0,6.0,6.0,6.0,-18.0,18.0,25.0,25.0,-18.0,18.0,25.0,25.0,-18.0,18.0,25.0,25.0,41.1367059912637,40.17004438204186,0.26530070087620033,0.2552806960645123,0.5981308411214953,0.7663551401869159,0.00996966841064881,0.031494226689650635,1.0,0.0,12.0,0.0,1.0,0.0,19.0,0.0
Male_0,Male,0,-6.0,6.0,1.0,1.0,-15.0,15.0,17.0,17.0,-15.0,15.0,16.0,16.0,-15.0,15.0,17.0,17.0,45.00526307899261,44.109210495636844,0.3168121158519638,0.3008027107359093,0.13551401869158877,0.1542056074766355,-0.034804301562710346,-0.03065289793727554,1.0,0.0,9.0,0.0,1.0,1.0,16.0,1.0
Male_Angry 01,Male,Angry,-5.0,5.0,6.0,6.0,-10.0,10.0,37.0,37.0,0.0,0.0,0.0,0.0,-10.0,10.0,37.0,37.0,44.5671375800516,47.44972127843126,0.3081131557994914,0.34878233353668286,0.1542056074766355,0.5,-0.02997686428444408,-0.02109179234950342,1.0,1.0,5.0,10.0,1.0,1.0,31.0,37.0
Male_Angry 02,Male,Angry,-7.0,7.0,10.0,10.0,-31.0,31.0,28.0,28.0,-4.0,4.0,22.0,22.0,-31.0,31.0,28.0,28.0,40.1744560081268,45.046275031900855,0.2667340934276581,0.3283515455566834,0.5280373831775701,0.397196261682243,-0.04363589448349498,-0.04859658922547492,1.0,1.0,24.0,27.0,1.0,1.0,18.0,6.0
Male_Angry 03,Male,Angry,-6.0,6.0,6.0,6.0,-13.0,13.0,11.0,11.0,-12.0,12.0,10.0,10.0,-13.0,13.0,11.0,11.0,43.20076693775498,48.75582865242646,0.29077607727496424,0.3638654866508234,0.11682242990654206,0.09813084112149532,-0.02909111698097158,-0.038868145407917346,1.0,1.0,7.0,1.0,1.0,1.0,5.0,1.0
Male_Angry 04,Male,Angry,-6.0,6.0,7.0,7.0,-9.0,9.0,8.0,8.0,-9.0,9.0,7.0,7.0,-9.0,9.0,8.0,8.0,45.10012295981434,49.32394823626937,0.3161494843313627,0.37416491942985036,0.0794392523364486,0.07009345794392523,-0.04396376153018987,-0.044955466395226594,1.0,0.0,3.0,0.0,1.0,1.0,1.0,1.0
Male_Angry 05,Male,Angry,-6.0,6.0,4.0,4.0,-26.0,26.0,22.0,22.0,-24.0,24.0,20.0,20.0,-26.0,26.0,22.0,22.0,40.03100878278786,44.840067266303805,0.2626076466012224,0.32026657601383246,0.2757009345794392,0.19158878504672897,-0.059360376167520185,-0.05637616782544929,1.0,1.0,20.0,2.0,1.0,1.0,18.0,2.0
Male_Anguish,Male,Anguish,-6.0,6.0,6.0,6.0,-9.0,9.0,19.0,19.0,-9.0,9.0,19.0,19.0,-9.0,9.0,19.0,19.0,45.435975152755454,49.15041336612167,0.3192082041891936,0.37090172166022184,0.0794392523364486,0.17289719626168223,-0.04795717134653965,-0.03842823639094273,1.0,0.0,3.0,0.0,1.0,0.0,13.0,0.0
Male_Animosity Growl,Male,Animosity Growl,-7.0,7.0,1.0,1.0,-1.0,1.0,21.0,21.0,0.0,0.0,0.0,0.0,-1.0,1.0,21.0,21.0,39.38827957171146,39.696052649310815,0.2468079910657116,0.24617847883812735,0.4158878504672897,0.40654205607476634,-0.013632440678427152,-0.017234325130409168,0.0,1.0,-6.0,1.0,1.0,1.0,20.0,21.0
Male_Animosity Rebellious,Male,Animosity Rebellious,-7.0,7.0,3.0,3.0,-45.0,45.0,45.0,45.0,-45.0,45.0,45.0,45.0,-45.0,45.0,45.0,45.0,38.94423544518301,39.67478304711458,0.24776754953036798,0.2529187068760952,0.5934579439252337,0.5747663551401869,-0.0064936026791545835,-0.008834792074756088,1.0,0.0,38.0,0.0,1.0,0.0,42.0,0.0
Male_Bored 01,Male,Bored,-6.0,6.0,7.0,7.0,-11.0,11.0,9.0,9.0,-9.0,9.0,9.0,9.0,-11.0,11.0,9.0,9.0,45.1382075559313,48.702822801108674,0.3173305330989517,0.3664318259074309,0.09813084112149532,0.0794392523364486,-0.0461262160929564,-0.04393678722537567,1.0,1.0,5.0,2.0,1.0,0.0,2.0,0.0
Male_Bored 03,Male,Bored,-6.0,6.0,7.0,7.0,-7.0,7.0,7.0,7.0,-6.0,6.0,5.0,5.0,-7.0,7.0,7.0,7.0,44.76004631274214,46.26445397261147,0.3129946246882465,0.3399578962370614,0.06074766355140187,0.06074766355140187,-0.04869487951292056,-0.037762127329255935,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0
Male_Bored 04,Male,Bored,-6.0,6.0,7.0,7.0,-11.0,11.0,22.0,22.0,-11.0,11.0,13.0,13.0,-11.0,11.0,22.0,22.0,45.993808512375736,48.863795066548285,0.3290283262172592,0.37402788695887984,0.09813084112149532,0.2102803738317757,-0.04607713877040649,-0.03695238305029468,1.0,0.0,5.0,0.0,1.0,1.0,15.0,9.0
Male_Bored 05,Male,Bored,-5.0,5.0,7.0,7.0,-6.0,6.0,13.0,13.0,-5.0,5.0,12.0,12.0,-6.0,6.0,13.0,13.0,46.84359820312429,49.11158682921222,0.34211641327242986,0.3758161622230138,0.0514018691588785,0.11682242990654206,-0.05223113159152949,-0.04333567772513238,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0
Male_BreathTaking Over The Moon,Male,BreathTaking Over The Moon,-7.0,7.0,1.0,1.0,-5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,-5.0,5.0,5.0,5.0,39.3855865514167,39.68177853343643,0.24677614241002876,0.2460318489052425,0.411214953271028,0.38317757009345793,-0.013696146902636947,-0.017176149047423747,0.0,1.0,-2.0,5.0,1.0,1.0,4.0,5.0
Male_Chewing,Male,Chewing,-7.0,7.0,9.0,9.0,-11.0,11.0,11.0,11.0,-9.0,9.0,11.0,11.0,-11.0,11.0,11.0,11.0,45.26549905482854,48.99404895194223,0.32193953523011964,0.3735964008580858,0.09813084112149532,0.09813084112149532,-0.05044702837400347,-0.04567749032350344,1.0,1.0,4.0,2.0,1.0,0.0,2.0,0.0
Male_Choking,Male,Choking,-7.0,7.0,5.0,5.0,-22.0,22.0,22.0,22.0,-22.0,22.0,22.0,22.0,-22.0,22.0,22.0,22.0,42.68760724379638,43.6163254051565,0.29567142067668595,0.3060277558375742,0.3037383177570093,0.2570093457943925,-0.05376939197009969,-0.06451000844206765,1.0,0.0,15.0,0.0,1.0,0.0,17.0,0.0
Male_Coughing,Male,Coughing,-7.0,7.0,6.0,6.0,-7.0,7.0,14.0,14.0,-6.0,6.0,8.0,8.0,-7.0,7.0,14.0,14.0,41.4898579945074,42.384722584875945,0.2776779758038922,0.28817494227507406,0.3130841121495327,0.3598130841121495,-0.03406487154626401,-0.04165258042723219,0.0,1.0,0.0,1.0,1.0,1.0,8.0,6.0
Male_Crazed,Male,Crazed,-7.0,7.0,2.0,2.0,-49.0,49.0,59.0,59.0,-49.0,49.0,58.0,58.0,-49.0,49.0,59.0,59.0,39.80467129644946,41.05593028915263,0.2539826280602785,0.266962087878557,0.49065420560747663,0.5654205607476636,-0.01821542928151995,-0.021336185040875016,1.0,0.0,42.0,0.0,1.0,1.0,57.0,1.0
Male_Crying,Male,Crying,-6.0,6.0,8.0,8.0,-10.0,10.0,9.0,9.0,-10.0,10.0,8.0,8.0,-10.0,10.0,9.0,9.0,45.36884334377039,48.87965034101611,0.321391590844805,0.3721463184490382,0.08878504672897196,0.0794392523364486,-0.052820990158018666,-0.044944337316762624,1.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0
Male_Cute 01,Male,Cute,-5.0,5.0,7.0,7.0,-10.0,10.0,10.0,10.0,-8.0,8.0,9.0,9.0,-10.0,10.0,10.0,10.0,45.666590739633435,47.92041258500001,0.3253940594530551,0.3597215982241051,0.08878504672897196,0.08878504672897196,-0.05093414092732367,-0.04519176803459631,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0
Male_Cute 02,Male,Cute,-6.0,6.0,7.0,7.0,-10.0,10.0,6.0,6.0,-3.0,3.0,5.0,5.0,-10.0,10.0,6.0,6.0,45.97017530860188,47.6337016898895,0.32871159855450427,0.3523486100624655,0.08878504672897196,0.0514018691588785,-0.04761881221120603,-0.039161137749101516,1.0,1.0,4.0,7.0,0.0,1.0,-1.0,1.0
Male_Cute 03,Male,Cute,-5.0,5.0,7.0,7.0,-13.0,13.0,25.0,25.0,-12.0,12.0,22.0,22.0,-13.0,13.0,25.0,25.0,45.25184117522195,46.9367244689264,0.32003521000113444,0.3436895840078871,0.11682242990654206,0.22897196261682243,-0.03338328909094088,-0.019658953647747217,1.0,1.0,8.0,1.0,1.0,1.0,18.0,3.0
Male_Cute 04,Male,Cute,-6.0,6.0,8.0,8.0,-10.0,10.0,12.0,12.0,-10.0,10.0,11.0,11.0,-10.0,10.0,12.0,12.0,45.56063353012655,47.95178512546504,0.32403469113545996,0.35898139905706744,0.08878504672897196,0.10747663551401869,-0.04652847266085794,-0.04671782979341311,1.0,0.0,4.0,0.0,1.0,1.0,4.0,1.0
Male_Cute 05,Male,Cute,-7.0,7.0,8.0,8.0,-11.0,11.0,7.0,7.0,-7.0,7.0,5.0,5.0,-11.0,11.0,7.0,7.0,46.069102619295926,48.246595284649146,0.33394805293216884,0.3661312324421428,0.09813084112149532,0.06074766355140187,-0.0551047749887003,-0.05063628203400942,1.0,1.0,4.0,4.0,0.0,1.0,-1.0,2.0
Male_Despise 01,Male,Despise,-5.0,5.0,5.0,5.0,-8.0,8.0,10.0,10.0,-5.0,5.0,10.0,10.0,-8.0,8.0,10.0,10.0,46.47725359301701,47.37418257633102,0.3332637813046714,0.3496050586767286,0.07009345794392523,0.08878504672897196,-0.04285035957799894,-0.031924747000230805,1.0,1.0,3.0,3.0,1.0,0.0,5.0,0.0
Male_Despise 02,Male,Despise,-5.0,5.0,5.0,5.0,-21.0,21.0,64.0,64.0,-21.0,21.0,30.0,30.0,-21.0,21.0,64.0,64.0,45.43932741379069,45.99070816396553,0.3206591118718976,0.3318879760314371,0.22897196261682243,0.5186915887850467,-0.027415358017538194,-0.0126832954794447,1.0,0.0,16.0,0.0,1.0,1.0,59.0,34.0
Male_Despise 03,Male,Despise,-5.0,5.0,8.0,8.0,-23.0,23.0,16.0,16.0,-23.0,23.0,11.0,11.0,-23.0,23.0,16.0,16.0,43.550326387458874,45.2018037421681,0.29704411091091476,0.32157133115786257,0.2383177570093458,0.14485981308411214,-0.027983168853777593,-0.03073268543894046,1.0,0.0,18.0,0.0,1.0,1.0,8.0,5.0
Male_Despise 04,Male,Despise,-7.0,7.0,6.0,6.0,-12.0,12.0,13.0,13.0,-11.0,11.0,13.0,13.0,-12.0,12.0,13.0,13.0,46.54724767274946,48.98259506492971,0.336698455231212,0.3717842909777276,0.10747663551401869,0.10747663551401869,-0.05235781820020943,-0.053426342172043347,1.0,1.0,5.0,1.0,1.0,0.0,7.0,0.0
Male_Despise 05,Male,Despise,-6.0,6.0,7.0,7.0,-6.0,6.0,6.0,6.0,-6.0,6.0,4.0,4.0,-6.0,6.0,6.0,6.0,45.179649074500965,46.912943639487864,0.3177398835944238,0.3466981799803048,0.0514018691588785,0.0514018691588785,-0.05222887134997644,-0.046176920288077024,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,2.0
Male_Determined,Male,Determined,-6.0,6.0,1.0,1.0,-8.0,8.0,11.0,11.0,0.0,0.0,11.0,11.0,-8.0,8.0,11.0,11.0,45.1904797331195,44.11647878629025,0.31812369405666246,0.3017465082284446,0.056074766355140186,0.09345794392523364,-0.04795224811429175,-0.0420828457469138,1.0,1.0,2.0,8.0,1.0,0.0,10.0,0.0
Male_Distrust 01,Male,Distrust,-6.0,6.0,7.0,7.0,-17.0,17.0,11.0,11.0,-5.0,5.0,10.0,10.0,-17.0,17.0,11.0,11.0,45.94309475711573,46.7653954786675,0.3282213990933427,0.345938185665095,0.1542056074766355,0.14485981308411214,-0.047908319908881856,-0.03410454693241654,1.0,1.0,11.0,12.0,1.0,1.0,4.0,1.0
Male_Distrust 02,Male,Distrust,-7.0,7.0,8.0,8.0,-8.0,8.0,9.0,9.0,-6.0,6.0,8.0,8.0,-8.0,8.0,9.0,9.0,45.88337333625722,46.629527143228835,0.3287701868565283,0.3446085135513377,0.08878504672897196,0.0794392523364486,-0.051848739942657616,-0.044476502827394786,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0
Male_Distrust 03,Male,Distrust,-5.0,5.0,6.0,6.0,-5.0,5.0,9.0,9.0,-4.0,4.0,8.0,8.0,-5.0,5.0,9.0,9.0,45.38970955955648,47.55799027024028,0.3212180675190186,0.3540474117916321,0.04205607476635514,0.0794392523364486,-0.04483514007563903,-0.03438208287007341,0.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0
Male_Distrust 04,Male,Distrust,-7.0,7.0,7.0,7.0,-8.0,8.0,6.0,6.0,-6.0,6.0,4.0,4.0,-8.0,8.0,6.0,6.0,45.314150424761195,46.63936995568677,0.3202929000988185,0.34489331735628787,0.07009345794392523,0.0514018691588785,-0.05713215526019302,-0.04652557459390052,1.0,1.0,1.0,2.0,0.0,1.0,-1.0,2.0
Male_Distrust 05,Male,Distrust,-6.0,6.0,7.0,7.0,-10.0,10.0,16.0,16.0,-9.0,9.0,15.0,15.0,-10.0,10.0,16.0,16.0,45.5411478247598,47.67133435356283,0.3227152523593368,0.3564069223738162,0.0794392523364486,0.14485981308411214,-0.04588479820255921,-0.03696857601682717,1.0,1.0,4.0,1.0,1.0,1.0,9.0,1.0
Male_Empathy 01,Male,Empathy,-6.0,6.0,6.0,6.0,-8.0,8.0,6.0,6.0,-2.0,2.0,5.0,5.0,-8.0,8.0,6.0,6.0,46.154892268581925,48.50780686262612,0.33062776059747856,0.36566811187245024,0.07009345794392523,0.0514018691588785,-0.04635633096516689,-0.04090697158162839,1.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0
Male_Empathy 02,Male,Empathy,-7.0,7.0,8.0,8.0,-10.0,10.0,11.0,11.0,-9.0,9.0,10.0,10.0,-10.0,10.0,11.0,11.0,45.08984442960436,47.192041125252985,0.31752699864244904,0.3473574597144795,0.08878504672897196,0.09813084112149532,-0.04936189587428191,-0.04396541764803022,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0
Male_Empathy 03,Male,Empathy,-5.0,5.0,6.0,6.0,-10.0,10.0,14.0,14.0,-4.0,4.0,14.0,14.0,-10.0,10.0,14.0,14.0,44.91113522788075,48.19459512523402,0.31226585568668686,0.359228053382624,0.08878504672897196,0.1261682242990654,-0.03838583966281926,-0.033501214095365224,1.0,1.0,5.0,6.0,1.0,0.0,8.0,0.0
Male_Empathy 04,Male,Empathy,-8.0,8.0,9.0,9.0,-12.0,12.0,9.0,9.0,-10.0,10.0,5.0,5.0,-12.0,12.0,9.0,9.0,46.10741121523848,48.73043396539777,0.334407492497257,0.37449783226039923,0.10747663551401869,0.0794392523364486,-0.05567136824688065,-0.060186234590049105,1.0,1.0,4.0,2.0,0.0,1.0,0.0,4.0
Male_Empathy 05,Male,Empathy,-7.0,7.0,9.0,9.0,-8.0,8.0,15.0,15.0,-6.0,6.0,15.0,15.0,-8.0,8.0,15.0,15.0,45.73710042516762,48.622815054153726,0.32922556801377056,0.3703920103122141,0.07009345794392523,0.13551401869158877,-0.05733121513763321,-0.06326845121160846,1.0,1.0,1.0,2.0,1.0,0.0,6.0,0.0
Male_Expressions Anger 01,Male,Expressions Anger,-5.0,5.0,9.0,9.0,-15.0,15.0,18.0,18.0,-10.0,10.0,11.0,11.0,-15.0,15.0,18.0,18.0,45.36519774989547,46.052193806550214,0.3201068887643725,0.3380505450975115,0.11682242990654206,0.17289719626168223,-0.037718563436347746,-0.02583942708568038,1.0,1.0,10.0,5.0,1.0,1.0,9.0,7.0
Male_Expressions Anger 02,Male,Expressions Anger,-5.0,5.0,6.0,6.0,-33.0,33.0,13.0,13.0,-33.0,33.0,11.0,11.0,-33.0,33.0,13.0,13.0,43.077006986208055,46.477803183493215,0.2901854448229353,0.3385701026314887,0.35046728971962615,0.11682242990654206,-0.01706648819914488,-0.024164996693067462,1.0,0.0,28.0,0.0,1.0,1.0,7.0,2.0
Male_Expressions Anger 03,Male,Expressions Anger,-6.0,6.0,7.0,7.0,-8.0,8.0,9.0,9.0,-7.0,7.0,8.0,8.0,-8.0,8.0,9.0,9.0,44.350618750135474,46.979107613875485,0.3070894630155831,0.3458226537593057,0.07009345794392523,0.0794392523364486,-0.04391144898450263,-0.039617235972502524,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0
Male_Expressions Anger 04,Male,Expressions Anger,-9.0,9.0,5.0,5.0,-22.0,22.0,12.0,12.0,-21.0,21.0,12.0,12.0,-22.0,22.0,12.0,12.0,40.25421777172623,47.49861453403936,0.26256075362178766,0.35319744036576456,0.20093457943925233,0.1261682242990654,-0.027533498044325925,-0.050033367125787466,1.0,1.0,13.0,1.0,1.0,0.0,7.0,0.0
Male_Expressions Anger 05,Male,Expressions Anger,-6.0,6.0,6.0,6.0,-18.0,18.0,30.0,30.0,-18.0,18.0,30.0,30.0,-18.0,18.0,30.0,30.0,44.79551657115188,46.78487201494591,0.3148578165847564,0.3435167352729869,0.16355140186915887,0.29439252336448596,-0.04199090070813616,-0.02846501391624736,1.0,0.0,12.0,0.0,1.0,0.0,24.0,0.0
Male_Expressions Confusion 01,Male,Expressions Confusion,-4.0,4.0,5.0,5.0,-29.0,29.0,11.0,11.0,-23.0,23.0,10.0,10.0,-29.0,29.0,11.0,11.0,43.421581673844955,49.58480492707725,0.29918139504495067,0.3757133542377258,0.3130841121495327,0.19158878504672897,-0.043137280183417774,-0.05566922052998409,1.0,1.0,25.0,6.0,1.0,1.0,6.0,1.0
Male_Expressions Confusion 02,Male,Expressions Confusion,-7.0,7.0,8.0,8.0,-17.0,17.0,14.0,14.0,-16.0,16.0,14.0,14.0,-17.0,17.0,14.0,14.0,45.60926944741579,47.450784999633505,0.3277671147729749,0.35669710591574694,0.1542056074766355,0.1261682242990654,-0.0535682861771539,-0.05213004907714986,1.0,1.0,10.0,1.0,1.0,0.0,6.0,0.0
Male_Expressions Confusion 03,Male,Expressions Confusion,-6.0,6.0,7.0,7.0,-9.0,9.0,7.0,7.0,-8.0,8.0,7.0,7.0,-9.0,9.0,7.0,7.0,46.40139702324555,49.43740067080917,0.33559869438688333,0.3788370311817276,0.0794392523364486,0.06074766355140187,-0.05686198467406157,-0.05663109327031073,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0
Male_Expressions Confusion 04,Male,Expressions Confusion,-6.0,6.0,7.0,7.0,-9.0,9.0,18.0,18.0,-5.0,5.0,18.0,18.0,-9.0,9.0,18.0,18.0,47.172077272539944,46.52382559419792,0.34628020602966025,0.3446052333461904,0.07009345794392523,0.17289719626168223,-0.06427817408726594,-0.04092950102324798,1.0,1.0,3.0,4.0,1.0,0.0,11.0,0.0
Male_Expressions Confusion 05,Male,Expressions Confusion,-5.0,5.0,9.0,9.0,-18.0,18.0,11.0,11.0,-18.0,18.0,10.0,10.0,-18.0,18.0,11.0,11.0,46.016677277110446,48.07393124838856,0.3280107484799679,0.36192912308969233,0.16355140186915887,0.09813084112149532,-0.04738066965174452,-0.058318285463012265,1.0,0.0,13.0,0.0,1.0,1.0,2.0,1.0
Male_Expressions Contempt 01,Male,Expressions Contempt,-5.0,5.0,8.0,8.0,-21.0,21.0,10.0,10.0,-21.0,21.0,9.0,9.0,-21.0,21.0,10.0,10.0,43.75814271196027,48.056168814685854,0.3027434641512755,0.3614345953286251,0.19158878504672897,0.08878504672897196,-0.023998468557250834,-0.03953788171861773,1.0,0.0,16.0,0.0,1.0,1.0,2.0,1.0
Male_Expressions Contempt 02,Male,Expressions Contempt,-5.0,5.0,7.0,7.0,-9.0,9.0,19.0,19.0,-6.0,6.0,18.0,18.0,-9.0,9.0,19.0,19.0,46.15042503526278,46.82392838736561,0.3297014058193314,0.3479309416262903,0.0794392523364486,0.17289719626168223,-0.03621715390793631,-0.026434284225802556,1.0,1.0,4.0,3.0,1.0,1.0,12.0,1.0
Male_Expressions Contempt 03,Male,Expressions Contempt,-5.0,5.0,8.0,8.0,-21.0,21.0,10.0,10.0,-18.0,18.0,10.0,10.0,-21.0,21.0,10.0,10.0,45.22592602489151,47.880901849158455,0.31999058979693973,0.3589382594990953,0.17289719626168223,0.08878504672897196,-0.03912315552479753,-0.035029033634150136,1.0,1.0,16.0,3.0,1.0,0.0,2.0,0.0
Male_Expressions Contempt 04,Male,Expressions Contempt,-6.0,6.0,9.0,9.0,-9.0,9.0,7.0,7.0,-6.0,6.0,7.0,7.0,-9.0,9.0,7.0,7.0,46.53135854061519,47.389558591575266,0.3368821823708365,0.3549361836130374,0.07009345794392523,0.06074766355140187,-0.04457617947988421,-0.04071374878148052,1.0,1.0,3.0,3.0,0.0,0.0,-2.0,0.0
Male_Expressions Contempt 05,Male,Expressions Contempt,-6.0,6.0,7.0,7.0,-21.0,21.0,91.0,91.0,-21.0,21.0,83.0,83.0,-21.0,21.0,91.0,91.0,43.70983362197876,45.74423716892706,0.30088360955782023,0.32870232836108343,0.2102803738317757,0.8457943925233645,-0.019805374546585795,0.002420525406008569,1.0,0.0,15.0,0.0,1.0,1.0,84.0,8.0
Male_Expressions Desire 01,Male,Expressions Desire,-6.0,6.0,8.0,8.0,-9.0,9.0,9.0,9.0,-5.0,5.0,9.0,9.0,-9.0,9.0,9.0,9.0,45.81004225205038,49.843756221165165,0.328442683286756,0.387244398070273,0.06074766355140187,0.0794392523364486,-0.051731353886773655,-0.0554704460028176,1.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0
Male_Expressions Desire 02,Male,Expressions Desire,-6.0,6.0,9.0,9.0,-13.0,13.0,23.0,23.0,-13.0,13.0,20.0,20.0,-13.0,13.0,23.0,23.0,45.75623165781253,47.590085965450676,0.32833831833901805,0.3568651297382105,0.11682242990654206,0.1822429906542056,-0.027482584675895833,-0.027865017407408384,1.0,0.0,7.0,0.0,1.0,1.0,14.0,3.0
Male_Expressions Desire 03,Male,Expressions Desire,-6.0,6.0,7.0,7.0,-13.0,13.0,12.0,12.0,-11.0,11.0,11.0,11.0,-13.0,13.0,12.0,12.0,45.29703148280349,46.25802641271431,0.32035764550494256,0.338189885716572,0.11682242990654206,0.10747663551401869,-0.024935011551758954,-0.02607547039183501,1.0,1.0,7.0,2.0,1.0,1.0,5.0,1.0
Male_Expressions Desire 04,Male,Expressions Desire,-4.0,4.0,4.0,4.0,-74.0,74.0,10.0,10.0,-62.0,62.0,10.0,10.0,-74.0,74.0,10.0,10.0,39.919262074978555,54.296418216740975,0.25772094420183483,0.4433202278391223,0.6495327102803738,0.10747663551401869,0.005148637935379955,-0.10943799598194728,1.0,1.0,70.0,12.0,1.0,0.0,6.0,0.0
Male_Expressions Desire 05,Male,Expressions Desire,-6.0,6.0,8.0,8.0,-34.0,34.0,13.0,13.0,-31.0,31.0,12.0,12.0,-34.0,34.0,13.0,13.0,43.655992806514845,47.99914762015655,0.3019216595409073,0.3592267365099114,0.3037383177570093,0.11682242990654206,-0.01292107511903638,-0.029915646414890466,1.0,1.0,28.0,3.0,1.0,1.0,5.0,1.0
Male_Expressions Disgust 01,Male,Expressions Disgust,-7.0,7.0,7.0,7.0,-14.0,14.0,14.0,14.0,-10.0,10.0,13.0,13.0,-14.0,14.0,14.0,14.0,45.516793972977965,47.75809331029375,0.32442017944059637,0.35647977568278805,0.11682242990654206,0.1261682242990654,-0.04148999135070872,-0.03128291541170851,1.0,1.0,7.0,4.0,1.0,1.0,7.0,1.0
Male_Expressions Disgust 02,Male,Expressions Disgust,-5.0,5.0,7.0,7.0,-18.0,18.0,13.0,13.0,-16.0,16.0,12.0,12.0,-18.0,18.0,13.0,13.0,45.20232201513843,47.57952115691711,0.3199134959238712,0.35582380205671366,0.1822429906542056,0.11682242990654206,-0.027291650805517893,-0.023705163013155214,1.0,1.0,13.0,2.0,1.0,1.0,6.0,1.0
Male_Expressions Disgust 03,Male,Expressions Disgust,-6.0,6.0,6.0,6.0,-8.0,8.0,7.0,7.0,-6.0,6.0,6.0,6.0,-8.0,8.0,7.0,7.0,46.51459629736214,48.49253507640874,0.3371879330305296,0.3675863597994653,0.07009345794392523,0.06074766355140187,-0.05468834351713412,-0.049048840024760954,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0
Male_Expressions Disgust 04,Male,Expressions Disgust,-5.0,5.0,6.0,6.0,-69.0,69.0,74.0,74.0,-69.0,69.0,74.0,74.0,-69.0,69.0,74.0,74.0,36.610736214111895,38.88820898198636,0.2187962122609682,0.2435528090066999,0.6401869158878505,0.6869158878504673,0.05289677314669172,0.07913141857797855,1.0,0.0,64.0,0.0,1.0,0.0,68.0,0.0
Male_Expressions Disgust 05,Male,Expressions Disgust,-6.0,6.0,6.0,6.0,-14.0,14.0,13.0,13.0,-12.0,12.0,12.0,12.0,-14.0,14.0,13.0,13.0,46.05967923191106,48.59457169960592,0.3295411489834295,0.366087448931186,0.1261682242990654,0.11682242990654206,-0.03428992712609122,-0.025920950085203225,1.0,1.0,8.0,2.0,1.0,1.0,7.0,1.0
Male_Expressions Excitement 01,Male,Expressions Excitement,-6.0,6.0,5.0,5.0,-16.0,16.0,11.0,11.0,-12.0,12.0,10.0,10.0,-16.0,16.0,11.0,11.0,39.94048001833051,45.59615090628651,0.254799653436536,0.32588886072702494,0.1261682242990654,0.09813084112149532,-0.02782795445941319,-0.03905723766188755,1.0,1.0,10.0,4.0,1.0,1.0,6.0,1.0
Male_Expressions Excitement 02,Male,Expressions Excitement,-5.0,5.0,6.0,6.0,-18.0,18.0,15.0,15.0,-18.0,18.0,13.0,13.0,-18.0,18.0,15.0,15.0,42.448845767529214,45.523975390140144,0.2835073646540954,0.3274777303232211,0.16355140186915887,0.1261682242990654,-0.030648585513373402,-0.04332619459829598,1.0,0.0,13.0,0.0,1.0,1.0,9.0,2.0
Male_Expressions Excitement 03,Male,Expressions Excitement,-5.0,5.0,6.0,6.0,-12.0,12.0,13.0,13.0,-12.0,12.0,7.0,7.0,-12.0,12.0,13.0,13.0,44.761447193466616,46.8414317157781,0.31358518973689214,0.34520926291697496,0.10747663551401869,0.11682242990654206,-0.03165938391863743,-0.028900354822105335,1.0,0.0,7.0,0.0,1.0,1.0,7.0,6.0
